order_id,date,customer_id,product_id,quantity,unit_price,total_amount,payment_method,status,province,city
10036,2023-01-12,266,34,1,148.84,148.84,花呗分期,已完成,河南,郑州市
10037,2023-01-12,74,38,2,495.51,991.02,银行卡,已完成,安徽,芜湖市
10038,2023-01-13,20,27,1,710.51,710.51,银行卡,已完成,湖南,长沙市
10039,2023-01-13,483,47,1,474.15,474.15,支付宝,已完成,湖南,株洲市
10040,2023-01-13,134,15,1,254.59,254.59,花呗分期,已完成,辽宁,大连市
10041,2023-01-14,233,36,1,377.51,377.51,花呗分期,已完成,北京,北京市
10042,2023-01-14,83,26,1,681.95,681.95,银行卡,已完成,广东,佛山市
10043,2023-01-14,435,48,1,433.21,433.21,花呗分期,已完成,广东,东莞市
10044,2023-01-15,414,25,1,259.34,259.34,微信支付,已完成,浙江,杭州市
10045,2023-01-15,7,49,1,274.52,274.52,支付宝,已完成,上海,上海市
10046,2023-01-15,73,45,1,485.16,485.16,支付宝,已完成,江苏,南京市
10047,2023-01-15,145,10,1,244.8,244.8,银行卡,已完成,上海,上海市
10048,2023-01-16,341,25,1,272.99,272.99,微信支付,已退货,陕西,咸阳市
10049,2023-01-16,411,26,3,717.84,2153.52,银行卡,已退货,四川,绵阳市
10050,2023-01-16,41,42,1,157.19,157.19,银行卡,已完成,山东,烟台市
10051,2023-01-17,245,23,1,180.27,180.27,花呗分期,已完成,上海,上海市
10052,2023-01-17,366,5,1,378.09,378.09,银行卡,已完成,湖北,宜昌市
10053,2023-01-17,451,33,1,208.58,208.58,花呗分期,已完成,河南,郑州市
10054,2023-01-17,138,18,1,656.64,656.64,银行卡,已完成,山东,青岛市
10055,2023-01-18,174,3,1,87.92,87.92,花呗分期,已完成,重庆,重庆市
10056,2023-01-18,179,46,1,107.75,107.75,支付宝,已退货,重庆,重庆市
10057,2023-01-18,295,49,2,274.52,549.04,微信支付,已退货,重庆,重庆市
10058,2023-01-19,338,21,1,94.06,94.06,银行卡,已完成,安徽,芜湖市
10059,2023-01-19,168,36,1,377.51,377.51,银行卡,已完成,浙江,杭州市
10060,2023-01-20,354,22,1,74.98,74.98,微信支付,已完成,陕西,西安市
10061,2023-01-20,214,7,1,409.62,409.62,花呗分期,已完成,山东,青岛市
10062,2023-01-20,311,3,1,92.81,92.81,微信支付,已完成,重庆,重庆市
10063,2023-01-21,38,21,1,110.66,110.66,支付宝,已完成,上海,上海市
10064,2023-01-21,242,7,1,368.66,368.66,银行卡,已完成,陕西,咸阳市
10065,2023-01-21,452,5,1,378.09,378.09,银行卡,已完成,四川,成都市
10066,2023-01-21,234,23,1,190.87,190.87,支付宝,已完成,山东,济南市
10067,2023-01-22,344,25,1,272.99,272.99,银行卡,已完成,四川,绵阳市
10068,2023-01-22,36,46,1,120.42,120.42,银行卡,已完成,山东,青岛市
10069,2023-01-22,369,21,2,110.66,221.32,微信支付,已完成,湖北,宜昌市
10070,2023-01-22,39,22,1,71.04,71.04,银行卡,已完成,北京,北京市
10071,2023-01-23,76,23,1,212.08,212.08,银行卡,已完成,河南,郑州市
10072,2023-01-23,457,29,1,71.37,71.37,花呗分期,已完成,江苏,无锡市
10073,2023-01-23,495,48,1,481.34,481.34,花呗分期,已完成,河南,郑州市
10074,2023-01-23,450,37,1,51.65,51.65,支付宝,已完成,山东,青岛市
10075,2023-01-24,289,30,1,58.4,58.4,支付宝,已完成,重庆,重庆市
10076,2023-01-24,462,10,1,232.56,232.56,支付宝,已退货,山东,烟台市
10077,2023-01-24,234,28,1,502.79,502.79,银行卡,已完成,山东,济南市
10078,2023-01-25,127,19,1,137.08,137.08,花呗分期,已完成,四川,绵阳市
10079,2023-01-25,363,9,1,219.54,219.54,银行卡,已完成,山东,济南市
10080,2023-01-25,330,40,1,177.4,177.4,支付宝,已完成,北京,北京市
10081,2023-01-25,499,13,2,347.66,695.32,花呗分期,已完成,浙江,温州市
10082,2023-01-26,245,29,1,57.1,57.1,微信支付,已完成,上海,上海市
10083,2023-01-26,269,5,1,422.57,422.57,支付宝,已完成,四川,绵阳市
10084,2023-01-26,103,1,1,306.37,306.37,微信支付,已完成,湖北,武汉市
10085,2023-01-27,207,29,1,67.8,67.8,花呗分期,已退货,上海,上海市
10086,2023-01-27,310,28,1,452.51,452.51,微信支付,已退货,北京,北京市
10087,2023-01-28,86,16,1,295.77,295.77,支付宝,已退货,重庆,重庆市
10088,2023-01-28,199,14,1,141.51,141.51,微信支付,已完成,山东,烟台市
10089,2023-01-28,139,46,1,114.08,114.08,银行卡,已完成,河南,郑州市
10090,2023-01-28,224,8,2,111.69,223.38,微信支付,已完成,河南,洛阳市
10091,2023-01-29,292,15,1,241.86,241.86,微信支付,已完成,上海,上海市
10092,2023-01-29,322,13,1,365.96,365.96,花呗分期,已取消,辽宁,沈阳市
10093,2023-01-29,221,3,1,97.69,97.69,花呗分期,已完成,重庆,重庆市
10094,2023-01-29,59,4,1,84.83,84.83,支付宝,已完成,河南,洛阳市
10095,2023-01-30,62,49,1,306.82,306.82,支付宝,已完成,北京,北京市
10096,2023-01-30,207,48,1,433.21,433.21,支付宝,已取消,上海,上海市
10097,2023-01-30,357,48,1,433.21,433.21,支付宝,已完成,重庆,重庆市
10098,2023-01-31,209,35,1,107.96,107.96,微信支付,已完成,湖南,株洲市
10099,2023-01-31,92,9,1,219.54,219.54,支付宝,已完成,湖北,宜昌市
10100,2023-01-31,400,23,1,212.08,212.08,支付宝,已完成,湖北,武汉市
10101,2023-01-31,490,37,1,48.93,48.93,花呗分期,已取消,广东,佛山市
10102,2023-02-01,445,13,1,365.96,365.96,花呗分期,已退货,湖北,武汉市
10103,2023-02-01,40,45,1,539.07,539.07,花呗分期,已取消,重庆,重庆市
10104,2023-02-01,300,11,1,288.75,288.75,支付宝,已完成,重庆,重庆市
10105,2023-02-02,396,26,1,574.27,574.27,微信支付,已完成,河南,郑州市
10106,2023-02-02,239,3,2,92.81,185.62,微信支付,已完成,重庆,重庆市
10107,2023-02-02,378,46,1,120.42,120.42,支付宝,已取消,福建,福州市
10108,2023-02-02,487,15,1,254.59,254.59,银行卡,已完成,湖北,武汉市
10109,2023-02-03,472,20,1,373.28,373.28,微信支付,已完成,陕西,西安市
10110,2023-02-03,257,37,1,54.37,54.37,微信支付,已完成,福建,福州市
10111,2023-02-03,79,5,1,378.09,378.09,花呗分期,已完成,湖北,宜昌市
10112,2023-02-04,217,46,2,126.76,253.52,微信支付,已完成,北京,北京市
10113,2023-02-04,104,13,1,329.36,329.36,银行卡,已完成,广东,佛山市
10114,2023-02-04,182,38,1,417.27,417.27,银行卡,已取消,上海,上海市
10115,2023-02-05,451,45,1,512.12,512.12,花呗分期,已完成,河南,郑州市
10116,2023-02-05,291,11,1,259.88,259.88,银行卡,已完成,安徽,合肥市
10117,2023-02-05,291,22,1,71.04,71.04,支付宝,已完成,安徽,合肥市
10118,2023-02-05,480,36,1,339.76,339.76,银行卡,已取消,辽宁,沈阳市
10119,2023-02-05,355,3,1,83.04,83.04,支付宝,已完成,四川,绵阳市
10120,2023-02-05,25,4,3,84.83,254.49,银行卡,已完成,重庆,重庆市
10121,2023-02-06,74,43,1,181.86,181.86,银行卡,已完成,安徽,芜湖市
10122,2023-02-06,139,46,1,120.42,120.42,银行卡,已完成,河南,郑州市
10123,2023-02-06,51,21,3,105.13,315.39,微信支付,已取消,河南,洛阳市
10124,2023-02-06,468,38,1,521.59,521.59,银行卡,已完成,山东,青岛市
10125,2023-02-06,155,18,1,620.16,620.16,花呗分期,已完成,山东,青岛市
10126,2023-02-07,343,41,1,467.86,467.86,支付宝,已取消,广东,广州市
10127,2023-02-07,406,19,1,137.08,137.08,微信支付,已完成,安徽,合肥市
10128,2023-02-07,460,22,1,74.98,74.98,微信支付,已完成,上海,上海市
10129,2023-02-08,404,48,1,481.34,481.34,银行卡,已完成,安徽,芜湖市
10130,2023-02-08,118,20,2,394.02,788.04,花呗分期,已取消,浙江,温州市
10131,2023-02-09,94,13,1,347.66,347.66,支付宝,已完成,北京,北京市
10132,2023-02-09,292,26,1,717.84,717.84,银行卡,已完成,上海,上海市
10133,2023-02-10,148,8,1,111.69,111.69,微信支付,已完成,四川,绵阳市
10134,2023-02-10,116,16,1,280.98,280.98,花呗分期,已完成,陕西,咸阳市
10135,2023-02-10,432,27,1,747.91,747.91,银行卡,已退货,湖南,长沙市
10136,2023-02-11,419,20,1,394.02,394.02,银行卡,已完成,四川,成都市
10137,2023-02-11,313,8,2,100.52,201.04,支付宝,已完成,河南,郑州市
10138,2023-02-11,380,39,1,332.95,332.95,微信支付,已取消,湖北,武汉市
10139,2023-02-11,350,29,1,71.37,71.37,支付宝,已完成,山东,烟台市
10140,2023-02-12,364,34,1,148.84,148.84,花呗分期,已取消,辽宁,大连市
10141,2023-02-12,416,15,1,203.67,203.67,支付宝,已退货,重庆,重庆市
10142,2023-02-12,296,8,1,111.69,111.69,花呗分期,已完成,陕西,西安市
10143,2023-02-12,93,30,1,52.56,52.56,花呗分期,已完成,江苏,南京市
10144,2023-02-13,420,13,1,365.96,365.96,支付宝,已完成,辽宁,大连市
10145,2023-02-13,223,18,1,620.16,620.16,银行卡,已完成,北京,北京市
10146,2023-02-13,471,22,1,78.93,78.93,花呗分期,已完成,湖南,株洲市
10147,2023-02-14,192,38,1,521.59,521.59,花呗分期,已完成,辽宁,沈阳市
10148,2023-02-14,428,48,1,409.14,409.14,微信支付,已完成,湖南,长沙市
10149,2023-02-14,223,31,1,197.93,197.93,微信支付,已完成,北京,北京市
10150,2023-02-14,226,9,1,219.54,219.54,支付宝,已完成,上海,上海市
10151,2023-02-14,460,40,1,177.4,177.4,银行卡,已完成,上海,上海市
10152,2023-02-15,167,13,3,311.07,933.21,花呗分期,已取消,广东,广州市
10153,2023-02-15,219,21,1,99.59,99.59,银行卡,已完成,辽宁,大连市
10154,2023-02-15,211,7,1,368.66,368.66,花呗分期,已完成,湖南,长沙市
10155,2023-02-16,295,4,1,89.55,89.55,花呗分期,已完成,重庆,重庆市
10156,2023-02-16,497,37,1,48.93,48.93,花呗分期,已取消,广东,广州市
10157,2023-02-16,270,31,1,175.94,175.94,花呗分期,已退货,河南,洛阳市
10158,2023-02-17,333,32,1,462.54,462.54,花呗分期,已完成,河南,洛阳市
10159,2023-02-17,222,3,1,97.69,97.69,支付宝,已完成,河南,洛阳市
10160,2023-02-17,96,38,2,495.51,991.02,微信支付,已完成,湖南,株洲市
10161,2023-02-17,206,32,1,462.54,462.54,银行卡,已完成,浙江,温州市
10162,2023-02-18,315,31,1,219.92,219.92,花呗分期,已退货,河南,洛阳市
10163,2023-02-18,127,41,1,555.58,555.58,花呗分期,已完成,四川,绵阳市
10164,2023-02-18,383,22,1,74.98,74.98,支付宝,已完成,重庆,重庆市
10165,2023-02-18,433,20,1,414.76,414.76,花呗分期,已完成,广东,东莞市
10166,2023-02-19,385,15,1,254.59,254.59,花呗分期,已完成,北京,北京市
10167,2023-02-19,219,45,2,512.12,1024.24,银行卡,已取消,辽宁,大连市
10168,2023-02-19,111,13,1,365.96,365.96,微信支付,已完成,陕西,咸阳市
10169,2023-02-19,2,18,1,656.64,656.64,微信支付,已完成,湖北,武汉市
10170,2023-02-20,221,46,1,126.76,126.76,微信支付,已完成,重庆,重庆市
10171,2023-02-20,112,17,1,98.87,98.87,微信支付,已完成,河南,郑州市
10172,2023-02-20,202,44,1,506.07,506.07,花呗分期,已完成,江苏,苏州市
10173,2023-02-21,313,9,1,219.54,219.54,银行卡,已完成,河南,郑州市
10174,2023-02-21,208,9,1,219.54,219.54,微信支付,已退货,陕西,咸阳市
10175,2023-02-21,441,8,1,111.69,111.69,微信支付,已完成,福建,厦门市
10176,2023-02-21,42,11,1,274.31,274.31,微信支付,已取消,陕西,咸阳市
10177,2023-02-22,221,21,1,94.06,94.06,支付宝,已完成,重庆,重庆市
10178,2023-02-22,434,38,1,469.43,469.43,支付宝,已完成,浙江,杭州市
10179,2023-02-22,233,49,1,322.97,322.97,微信支付,已完成,北京,北京市
10180,2023-02-22,115,2,1,420.29,420.29,花呗分期,已完成,福建,福州市
10181,2023-02-22,6,19,1,152.31,152.31,支付宝,已完成,江苏,无锡市
10182,2023-02-23,293,4,1,80.12,80.12,花呗分期,已取消,辽宁,沈阳市
10183,2023-02-23,269,32,1,462.54,462.54,花呗分期,已完成,四川,绵阳市
10184,2023-02-23,186,35,1,113.64,113.64,花呗分期,已完成,江苏,苏州市
10185,2023-02-24,426,18,3,693.12,2079.36,花呗分期,已完成,北京,北京市
10186,2023-02-24,472,16,1,295.77,295.77,银行卡,已退货,陕西,西安市
10187,2023-02-24,367,16,1,295.77,295.77,银行卡,已退货,辽宁,大连市
10188,2023-02-25,290,3,1,97.69,97.69,支付宝,已退货,山东,青岛市
10189,2023-02-25,282,20,1,394.02,394.02,银行卡,已完成,陕西,西安市
10190,2023-02-25,5,3,1,97.69,97.69,银行卡,已完成,安徽,芜湖市
10191,2023-02-25,460,41,1,584.82,584.82,支付宝,已完成,上海,上海市
10192,2023-02-25,351,20,1,414.76,414.76,花呗分期,已完成,辽宁,沈阳市
10193,2023-02-26,368,1,1,306.37,306.37,银行卡,已取消,安徽,合肥市
10194,2023-02-26,149,25,2,245.69,491.38,微信支付,已完成,广东,东莞市
10195,2023-02-26,372,38,1,443.35,443.35,支付宝,已完成,重庆,重庆市
10196,2023-02-26,463,46,1,120.42,120.42,支付宝,已完成,重庆,重庆市
10197,2023-02-27,70,49,1,322.97,322.97,银行卡,已完成,北京,北京市
10198,2023-02-27,91,18,1,620.16,620.16,花呗分期,已完成,湖南,长沙市
10199,2023-02-27,192,3,1,92.81,92.81,花呗分期,已完成,辽宁,沈阳市
10200,2023-02-27,200,11,1,288.75,288.75,微信支付,已完成,陕西,西安市
10201,2023-02-27,311,37,1,43.5,43.5,微信支付,已完成,重庆,重庆市
10202,2023-02-28,73,48,1,457.27,457.27,银行卡,已完成,江苏,南京市
10203,2023-02-28,90,13,1,365.96,365.96,微信支付,已完成,上海,上海市
10204,2023-02-28,220,30,1,46.72,46.72,微信支付,已完成,北京,北京市
10205,2023-02-28,495,34,1,148.84,148.84,花呗分期,已完成,河南,郑州市
10206,2023-02-28,439,22,1,74.98,74.98,微信支付,已退货,湖北,武汉市
10207,2023-03-01,191,42,1,141.47,141.47,微信支付,已完成,福建,福州市
10208,2023-03-01,166,35,1,113.64,113.64,银行卡,已完成,河南,郑州市
10209,2023-03-01,17,26,1,646.06,646.06,花呗分期,已完成,安徽,芜湖市
10210,2023-03-01,163,46,1,126.76,126.76,银行卡,已完成,湖北,武汉市
10211,2023-03-01,283,13,1,365.96,365.96,银行卡,已完成,重庆,重庆市
10212,2023-03-01,197,22,1,78.93,78.93,支付宝,已取消,北京,北京市
10213,2023-03-01,303,5,1,444.81,444.81,银行卡,已完成,江苏,苏州市
10214,2023-03-01,146,4,1,84.83,84.83,微信支付,已完成,湖南,长沙市
10215,2023-03-01,384,44,1,480.77,480.77,银行卡,已完成,湖北,武汉市
10216,2023-03-02,337,35,1,107.96,107.96,花呗分期,已取消,广东,佛山市
10217,2023-03-02,432,44,1,480.77,480.77,微信支付,已完成,湖南,长沙市
10218,2023-03-02,363,1,1,306.37,306.37,支付宝,已取消,山东,济南市
10219,2023-03-02,128,14,1,157.23,157.23,支付宝,已完成,江苏,南京市
10220,2023-03-02,296,16,1,295.77,295.77,微信支付,已取消,陕西,西安市
10221,2023-03-03,284,32,2,439.41,878.82,支付宝,已完成,湖北,宜昌市
10222,2023-03-03,280,15,1,203.67,203.67,微信支付,已完成,河南,郑州市
10223,2023-03-03,264,7,2,348.18,696.36,支付宝,已退货,广东,深圳市
10224,2023-03-03,464,35,1,113.64,113.64,支付宝,已完成,福建,福州市
10225,2023-03-04,373,29,1,71.37,71.37,支付宝,已完成,重庆,重庆市
10226,2023-03-04,453,30,1,52.56,52.56,支付宝,已完成,上海,上海市
10227,2023-03-04,93,23,1,212.08,212.08,银行卡,已完成,江苏,南京市
10228,2023-03-04,378,32,1,393.16,393.16,支付宝,已完成,福建,福州市
10229,2023-03-04,379,3,1,87.92,87.92,花呗分期,已完成,广东,佛山市
10230,2023-03-04,447,4,1,94.26,94.26,花呗分期,已完成,江苏,无锡市
10231,2023-03-04,454,35,2,113.64,227.28,花呗分期,已完成,北京,北京市
10232,2023-03-05,267,13,3,365.96,1097.88,花呗分期,已完成,湖北,武汉市
10233,2023-03-05,270,33,1,208.58,208.58,微信支付,已完成,河南,洛阳市
10234,2023-03-05,202,19,2,152.31,304.62,花呗分期,已完成,江苏,苏州市
10235,2023-03-05,30,25,1,272.99,272.99,花呗分期,已退货,四川,绵阳市
10236,2023-03-05,74,14,1,149.37,149.37,支付宝,已完成,安徽,芜湖市
10237,2023-03-05,127,41,1,584.82,584.82,花呗分期,已完成,四川,绵阳市
10238,2023-03-05,266,35,1,102.28,102.28,支付宝,已完成,河南,郑州市
10239,2023-03-05,209,2,2,494.46,988.92,支付宝,已完成,湖南,株洲市
10240,2023-03-06,243,18,2,656.64,1313.28,花呗分期,已完成,北京,北京市
10241,2023-03-06,441,44,1,506.07,506.07,支付宝,已完成,福建,厦门市
10242,2023-03-06,487,2,1,469.74,469.74,银行卡,已完成,湖北,武汉市
10243,2023-03-06,263,47,1,499.11,499.11,花呗分期,已完成,江苏,无锡市
10244,2023-03-06,63,17,1,93.66,93.66,微信支付,已取消,广东,东莞市
10245,2023-03-07,208,36,1,377.51,377.51,花呗分期,已完成,陕西,咸阳市
10246,2023-03-07,414,23,1,190.87,190.87,微信支付,已完成,浙江,杭州市
10247,2023-03-07,124,37,1,54.37,54.37,银行卡,已完成,北京,北京市
10248,2023-03-07,275,13,1,329.36,329.36,银行卡,已完成,江苏,苏州市
10249,2023-03-08,500,29,1,71.37,71.37,花呗分期,已完成,湖北,宜昌市
10250,2023-03-08,406,32,1,462.54,462.54,花呗分期,已完成,安徽,合肥市
10251,2023-03-08,471,34,1,141.4,141.4,微信支付,已完成,湖南,株洲市
10252,2023-03-08,22,47,1,499.11,499.11,银行卡,已完成,重庆,重庆市
10253,2023-03-08,70,47,1,499.11,499.11,花呗分期,已完成,北京,北京市
10254,2023-03-08,50,18,1,693.12,693.12,银行卡,已完成,上海,上海市
10255,2023-03-09,278,4,1,94.26,94.26,支付宝,已退货,湖南,株洲市
10256,2023-03-09,106,31,3,175.94,527.82,支付宝,已完成,上海,上海市
10257,2023-03-09,441,21,2,110.66,221.32,微信支付,已完成,福建,厦门市
10258,2023-03-09,187,10,1,244.8,244.8,微信支付,已完成,河南,郑州市
10259,2023-03-09,245,31,1,197.93,197.93,银行卡,已完成,上海,上海市
10260,2023-03-09,4,7,1,368.66,368.66,银行卡,已完成,四川,成都市
10261,2023-03-10,225,11,3,288.75,866.25,花呗分期,已完成,陕西,西安市
10262,2023-03-10,106,7,1,348.18,348.18,花呗分期,已完成,上海,上海市
10263,2023-03-10,410,11,3,274.31,822.93,微信支付,已完成,安徽,芜湖市
10264,2023-03-10,12,3,1,92.81,92.81,支付宝,已完成,福建,厦门市
10265,2023-03-10,144,2,1,494.46,494.46,支付宝,已退货,浙江,杭州市
10266,2023-03-11,96,10,1,244.8,244.8,微信支付,已完成,湖南,株洲市
10267,2023-03-11,361,42,1,149.33,149.33,微信支付,已完成,福建,厦门市
10268,2023-03-11,185,20,1,414.76,414.76,花呗分期,已完成,山东,青岛市
10269,2023-03-11,160,26,1,717.84,717.84,微信支付,已取消,重庆,重庆市
10270,2023-03-11,201,10,1,244.8,244.8,花呗分期,已完成,江苏,无锡市
10271,2023-03-11,60,2,1,469.74,469.74,花呗分期,已完成,河南,洛阳市
10272,2023-03-12,411,2,1,395.57,395.57,微信支付,已完成,四川,绵阳市
10273,2023-03-12,156,20,1,394.02,394.02,支付宝,已完成,浙江,杭州市
10274,2023-03-12,146,24,1,189.68,189.68,花呗分期,已完成,湖南,长沙市
10275,2023-03-12,454,36,3,339.76,1019.28,银行卡,已完成,北京,北京市
10276,2023-03-12,440,25,1,245.69,245.69,花呗分期,已完成,山东,济南市
10277,2023-03-12,294,3,1,87.92,87.92,花呗分期,已完成,福建,厦门市
10278,2023-03-12,452,21,1,105.13,105.13,银行卡,已完成,四川,成都市
10279,2023-03-12,396,16,2,266.19,532.38,微信支付,已完成,河南,郑州市
10280,2023-03-12,46,32,1,393.16,393.16,支付宝,已完成,山东,青岛市
10281,2023-03-13,261,45,2,512.12,1024.24,花呗分期,已完成,上海,上海市
10282,2023-03-13,245,31,1,208.92,208.92,支付宝,已完成,上海,上海市
10283,2023-03-13,190,23,1,180.27,180.27,花呗分期,已完成,北京,北京市
10284,2023-03-13,133,9,1,197.59,197.59,银行卡,已完成,湖北,武汉市
10285,2023-03-13,450,45,3,539.07,1617.21,花呗分期,已完成,山东,青岛市
10286,2023-03-13,129,20,1,414.76,414.76,银行卡,已完成,河南,郑州市
10287,2023-03-13,344,11,1,245.44,245.44,银行卡,已完成,四川,绵阳市
10288,2023-03-14,46,3,1,97.69,97.69,银行卡,已完成,山东,青岛市
10289,2023-03-14,337,2,1,469.74,469.74,微信支付,已完成,广东,佛山市
10290,2023-03-14,161,3,1,92.81,92.81,花呗分期,已完成,北京,北京市
10291,2023-03-14,109,20,1,352.55,352.55,支付宝,已完成,山东,青岛市
10292,2023-03-14,102,27,1,747.91,747.91,花呗分期,已退货,上海,上海市
10293,2023-03-15,86,28,1,477.65,477.65,支付宝,已完成,重庆,重庆市
10294,2023-03-15,456,8,2,111.69,223.38,支付宝,已完成,江苏,南京市
10295,2023-03-15,299,13,1,365.96,365.96,银行卡,已完成,重庆,重庆市
10296,2023-03-15,435,12,1,188.28,188.28,银行卡,已取消,广东,东莞市
10297,2023-03-16,42,27,2,710.51,1421.02,银行卡,已完成,陕西,咸阳市
10298,2023-03-16,430,38,1,521.59,521.59,银行卡,已完成,四川,成都市
10299,2023-03-16,328,47,1,474.15,474.15,微信支付,已完成,湖南,长沙市
10300,2023-03-16,409,12,1,178.87,178.87,银行卡,已完成,上海,上海市
10301,2023-03-17,117,37,1,54.37,54.37,微信支付,已退货,浙江,宁波市
10302,2023-03-17,381,4,1,84.83,84.83,支付宝,已取消,广东,东莞市
10303,2023-03-17,11,28,2,502.79,1005.58,银行卡,已完成,湖北,宜昌市
10304,2023-03-17,28,43,2,191.43,382.86,支付宝,已完成,北京,北京市
10305,2023-03-17,353,36,1,377.51,377.51,花呗分期,已完成,福建,福州市
10306,2023-03-17,451,16,1,251.4,251.4,微信支付,已完成,河南,郑州市
10307,2023-03-17,217,38,1,495.51,495.51,花呗分期,已完成,北京,北京市
10308,2023-03-17,244,38,1,521.59,521.59,银行卡,已完成,山东,烟台市
10309,2023-03-18,337,18,1,729.6,729.6,微信支付,已完成,广东,佛山市
10310,2023-03-18,496,38,2,521.59,1043.18,花呗分期,已完成,上海,上海市
10311,2023-03-18,188,34,1,141.4,141.4,支付宝,已取消,湖南,株洲市
10312,2023-03-18,260,1,1,340.41,340.41,微信支付,已完成,河南,洛阳市
10313,2023-03-18,8,24,1,211.99,211.99,银行卡,已退货,陕西,咸阳市
10314,2023-03-18,146,28,1,502.79,502.79,银行卡,已完成,湖南,长沙市
10315,2023-03-18,421,17,1,104.07,104.07,花呗分期,已完成,浙江,宁波市
10316,2023-03-19,489,4,1,94.26,94.26,支付宝,已完成,山东,青岛市
10317,2023-03-19,18,26,1,610.16,610.16,微信支付,已取消,湖南,长沙市
10318,2023-03-19,346,23,1,212.08,212.08,花呗分期,已完成,山东,济南市
10319,2023-03-19,152,22,1,78.93,78.93,支付宝,已完成,河南,洛阳市
10320,2023-03-19,30,42,1,141.47,141.47,支付宝,已完成,四川,绵阳市
10321,2023-03-19,393,21,1,110.66,110.66,银行卡,已完成,广东,佛山市
10322,2023-03-19,271,2,1,494.46,494.46,支付宝,已完成,广东,佛山市
10323,2023-03-19,259,7,2,409.62,819.24,微信支付,已取消,湖南,长沙市
10324,2023-03-19,417,44,1,455.46,455.46,花呗分期,已完成,江苏,苏州市
10325,2023-03-20,196,49,1,322.97,322.97,支付宝,已完成,上海,上海市
10326,2023-03-20,426,25,1,272.99,272.99,银行卡,已完成,北京,北京市
10327,2023-03-20,412,32,1,439.41,439.41,微信支付,已取消,河南,洛阳市
10328,2023-03-20,429,22,1,74.98,74.98,支付宝,已完成,四川,成都市
10329,2023-03-20,480,10,1,244.8,244.8,银行卡,已完成,辽宁,沈阳市
10330,2023-03-20,339,10,1,244.8,244.8,支付宝,已完成,四川,绵阳市
10331,2023-03-20,77,29,1,71.37,71.37,银行卡,已取消,陕西,西安市
10332,2023-03-20,340,47,1,499.11,499.11,微信支付,已完成,重庆,重庆市
10333,2023-03-21,343,16,1,251.4,251.4,花呗分期,已完成,广东,广州市
